number_of_violations,grade,facility_zip,STATE,poverty_percent,AirQuality,WaterPollution
25,C,10467,NY,12.3,46.81603774,49.5049505
35,B,11104,NY,12.3,46.81603774,49.5049505
51,B,11229,NY,12.3,52.08333333,33.65384615
16,A,11354,NY,12.3,46.81603774,49.5049505
17,A,10280,NY,12.3,46.81603774,49.5049505
16,A,10454,NY,12.3,46.81603774,49.5049505
6,A,11235,NY,12.3,52.08333333,33.65384615
74,A,10458,NY,12.3,46.81603774,49.5049505
46,B,10065,NY,12.3,46.81603774,49.5049505
11,B,10024,NY,12.3,46.81603774,49.5049505
10,A,11363,NY,12.3,46.81603774,49.5049505
99,C,10314,NY,12.3,46.81603774,49.5049505
32,B,11421,NY,12.3,46.81603774,49.5049505
3,A,10010,NY,12.3,46.81603774,49.5049505
15,A,10005,NY,12.3,46.81603774,49.5049505
37,C,10007,NY,12.3,46.81603774,49.5049505
7,A,10039,NY,12.3,46.81603774,49.5049505
14,A,10453,NY,12.3,46.81603774,49.5049505
29,A,10305,NY,12.3,46.81603774,49.5049505
47,A,10311,NY,12.3,46.81603774,49.5049505
23,A,10304,NY,12.3,46.81603774,49.5049505
176,A,10461,NY,12.3,46.81603774,49.5049505
108,A,10017,NY,12.3,46.81603774,49.5049505
28,A,11234,NY,12.3,52.08333333,33.65384615
24,A,10007,NY,12.3,46.81603774,49.5049505
114,A,10014,NY,12.3,46.81603774,49.5049505
28,A,10034,NY,12.3,46.81603774,49.5049505
48,A,11435,NY,12.3,46.81603774,49.5049505
37,B,10027,NY,12.3,46.81603774,49.5049505
21,A,10460,NY,12.3,46.81603774,49.5049505
32,B,10029,NY,12.3,46.81603774,49.5049505
25,A,11004,NY,12.3,46.81603774,49.5049505
28,A,10018,NY,12.3,46.81603774,49.5049505
6,A,10312,NY,12.3,46.81603774,49.5049505
59,C,10006,NY,12.3,46.81603774,49.5049505
13,A,11234,NY,12.3,52.08333333,33.65384615
39,A,10472,NY,12.3,46.81603774,49.5049505
33,A,10302,NY,12.3,46.81603774,49.5049505
2151,A,11373,NY,12.3,46.81603774,49.5049505
33,C,11430,NY,12.3,46.81603774,49.5049505
100,B,10306,NY,12.3,46.81603774,49.5049505
160,A,10036,NY,12.3,46.81603774,49.5049505
152,A,10036,NY,12.3,46.81603774,49.5049505
12,C,11220,NY,12.3,52.08333333,33.65384615
5,A,10009,NY,12.3,46.81603774,49.5049505
9,A,10312,NY,12.3,46.81603774,49.5049505
71,B,11354,NY,12.3,46.81603774,49.5049505
34,C,11231,NY,12.3,52.08333333,33.65384615
105,A,11211,NY,12.3,52.08333333,33.65384615
19,A,10023,NY,12.3,46.81603774,49.5049505
2801,A,11435,NY,12.3,46.81603774,49.5049505
3793,A,11235,NY,12.3,52.08333333,33.65384615
34,A,11214,NY,12.3,52.08333333,33.65384615
113,B,10016,NY,12.3,46.81603774,49.5049505
39,C,10306,NY,12.3,46.81603774,49.5049505
16,B,10027,NY,12.3,46.81603774,49.5049505
27,B,11372,NY,12.3,46.81603774,49.5049505
42,A,10013,NY,12.3,46.81603774,49.5049505
8,A,10029,NY,12.3,46.81603774,49.5049505
16,A,11434,NY,12.3,46.81603774,49.5049505
44,A,11361,NY,12.3,46.81603774,49.5049505
54,A,11237,NY,12.3,52.08333333,33.65384615
16,B,10026,NY,12.3,46.81603774,49.5049505
57,B,10025,NY,12.3,46.81603774,49.5049505
29,A,11358,NY,12.3,46.81603774,49.5049505
440,A,11234,NY,12.3,52.08333333,33.65384615
23,B,11203,NY,12.3,52.08333333,33.65384615
56,A,11226,NY,12.3,52.08333333,33.65384615
3793,B,10039,NY,12.3,46.81603774,49.5049505
21,C,11691,NY,12.3,46.81603774,49.5049505
31,B,11102,NY,12.3,46.81603774,49.5049505
57,B,11428,NY,12.3,46.81603774,49.5049505
16,A,10451,NY,12.3,46.81603774,49.5049505
36,C,11421,NY,12.3,46.81603774,49.5049505
7,A,11217,NY,12.3,52.08333333,33.65384615
34,A,11232,NY,12.3,52.08333333,33.65384615
29,C,11201,NY,12.3,52.08333333,33.65384615
18,B,10456,NY,12.3,46.81603774,49.5049505
18,A,11413,NY,12.3,46.81603774,49.5049505
33,A,11211,NY,12.3,52.08333333,33.65384615
9,A,10470,NY,12.3,46.81603774,49.5049505
35,A,11412,NY,12.3,46.81603774,49.5049505
4,A,11378,NY,12.3,46.81603774,49.5049505
28,A,11419,NY,12.3,46.81603774,49.5049505
48,A,11220,NY,12.3,52.08333333,33.65384615
160,B,10001,NY,12.3,46.81603774,49.5049505
182,B,11434,NY,12.3,46.81603774,49.5049505
39,A,10128,NY,12.3,46.81603774,49.5049505
42,A,10457,NY,12.3,46.81603774,49.5049505
94,C,11372,NY,12.3,46.81603774,49.5049505
39,B,11106,NY,12.3,46.81603774,49.5049505
31,B,11354,NY,12.3,46.81603774,49.5049505
4,A,10031,NY,12.3,46.81603774,49.5049505
1080,A,11232,NY,12.3,52.08333333,33.65384615
22,B,10016,NY,12.3,46.81603774,49.5049505
27,A,11219,NY,12.3,52.08333333,33.65384615
69,A,11103,NY,12.3,46.81603774,49.5049505
17,A,10305,NY,12.3,46.81603774,49.5049505
23,B,10007,NY,12.3,46.81603774,49.5049505
35,C,11228,NY,12.3,52.08333333,33.65384615
14,A,10463,NY,12.3,46.81603774,49.5049505
2,A,11385,NY,12.3,46.81603774,49.5049505
51,A,11105,NY,12.3,46.81603774,49.5049505
30,A,10011,NY,12.3,46.81603774,49.5049505
43,B,11385,NY,12.3,46.81603774,49.5049505
224,A,10027,NY,12.3,46.81603774,49.5049505
28,A,10024,NY,12.3,46.81603774,49.5049505
39,B,11354,NY,12.3,46.81603774,49.5049505
33,B,11694,NY,12.3,46.81603774,49.5049505
13,B,11229,NY,12.3,52.08333333,33.65384615
30,A,11378,NY,12.3,46.81603774,49.5049505
211,A,10036,NY,12.3,46.81603774,49.5049505
27,A,10027,NY,12.3,46.81603774,49.5049505
4296,A,11105,NY,12.3,46.81603774,49.5049505
35,B,10014,NY,12.3,46.81603774,49.5049505
28,A,11207,NY,12.3,52.08333333,33.65384615
272,B,11210,NY,12.3,52.08333333,33.65384615
6,A,10025,NY,12.3,46.81603774,49.5049505
9,A,11249,NY,12.3,52.08333333,33.65384615
969,A,10012,NY,12.3,46.81603774,49.5049505
238,A,10007,NY,12.3,46.81603774,49.5049505
15,B,11367,NY,12.3,46.81603774,49.5049505
44,B,11225,NY,12.3,52.08333333,33.65384615
75,B,11237,NY,12.3,52.08333333,33.65384615
239,A,10021,NY,12.3,46.81603774,49.5049505
15,A,10004,NY,12.3,46.81603774,49.5049505
22,B,10012,NY,12.3,46.81603774,49.5049505
34,A,10469,NY,12.3,46.81603774,49.5049505
1,A,10166,NY,12.3,46.81603774,49.5049505
12,B,11216,NY,12.3,52.08333333,33.65384615
13,A,10306,NY,12.3,46.81603774,49.5049505
2,A,11369,NY,12.3,46.81603774,49.5049505
3793,A,11419,NY,12.3,46.81603774,49.5049505
102,A,10461,NY,12.3,46.81603774,49.5049505
18,A,11423,NY,12.3,46.81603774,49.5049505
25,C,11416,NY,12.3,46.81603774,49.5049505
122,B,11354,NY,12.3,46.81603774,49.5049505
64,B,10025,NY,12.3,46.81603774,49.5049505
35,A,10065,NY,12.3,46.81603774,49.5049505
1080,A,10306,NY,12.3,46.81603774,49.5049505
2151,A,10075,NY,12.3,46.81603774,49.5049505
24,C,10019,NY,12.3,46.81603774,49.5049505
293,A,10460,NY,12.3,46.81603774,49.5049505
15,B,11208,NY,12.3,52.08333333,33.65384615
30,C,10023,NY,12.3,46.81603774,49.5049505
26,A,10001,NY,12.3,46.81603774,49.5049505
4296,A,11423,NY,12.3,46.81603774,49.5049505
38,A,11101,NY,12.3,46.81603774,49.5049505
1080,B,10312,NY,12.3,46.81603774,49.5049505
23,A,10001,NY,12.3,46.81603774,49.5049505
36,A,10018,NY,12.3,46.81603774,49.5049505
44,B,10021,NY,12.3,46.81603774,49.5049505
37,B,10002,NY,12.3,46.81603774,49.5049505
37,A,10023,NY,12.3,46.81603774,49.5049505
21,A,11237,NY,12.3,52.08333333,33.65384615
19,A,11435,NY,12.3,46.81603774,49.5049505
20,A,11432,NY,12.3,46.81603774,49.5049505
39,B,10455,NY,12.3,46.81603774,49.5049505
8,A,10112,NY,12.3,46.81603774,49.5049505
23,B,10017,NY,12.3,46.81603774,49.5049505
78,B,11368,NY,12.3,46.81603774,49.5049505
9,A,11430,NY,12.3,46.81603774,49.5049505
22,A,11415,NY,12.3,46.81603774,49.5049505
74,A,11213,NY,12.3,52.08333333,33.65384615
969,A,11210,NY,12.3,52.08333333,33.65384615
3,A,10065,NY,12.3,46.81603774,49.5049505
49,A,10472,NY,12.3,46.81603774,49.5049505
15,A,11362,NY,12.3,46.81603774,49.5049505
924,B,11217,NY,12.3,52.08333333,33.65384615
151,A,10004,NY,12.3,46.81603774,49.5049505
535,A,11209,NY,12.3,52.08333333,33.65384615
60,A,11430,NY,12.3,46.81603774,49.5049505
20,A,10010,NY,12.3,46.81603774,49.5049505
95,A,10458,NY,12.3,46.81603774,49.5049505
25,B,10013,NY,12.3,46.81603774,49.5049505
81,A,10075,NY,12.3,46.81603774,49.5049505
2,A,11368,NY,12.3,46.81603774,49.5049505
418,B,10019,NY,12.3,46.81603774,49.5049505
28,B,11367,NY,12.3,46.81603774,49.5049505
243,A,11235,NY,12.3,52.08333333,33.65384615
33,B,11372,NY,12.3,46.81603774,49.5049505
51,A,10025,NY,12.3,46.81603774,49.5049505
7,A,10303,NY,12.3,46.81603774,49.5049505
9,A,10466,NY,12.3,46.81603774,49.5049505
99,B,10019,NY,12.3,46.81603774,49.5049505
62,B,10013,NY,12.3,46.81603774,49.5049505
22,A,11369,NY,12.3,46.81603774,49.5049505
90,B,10013,NY,12.3,46.81603774,49.5049505
15,A,11361,NY,12.3,46.81603774,49.5049505
13,A,11206,NY,12.3,52.08333333,33.65384615
2801,A,11224,NY,12.3,52.08333333,33.65384615
13,A,10281,NY,12.3,46.81603774,49.5049505
184,A,11236,NY,12.3,52.08333333,33.65384615
14,A,10312,NY,12.3,46.81603774,49.5049505
17,A,11430,NY,12.3,46.81603774,49.5049505
29,A,10065,NY,12.3,46.81603774,49.5049505
89,A,10038,NY,12.3,46.81603774,49.5049505
50,A,10023,NY,12.3,46.81603774,49.5049505
57,A,11412,NY,12.3,46.81603774,49.5049505
86,A,10018,NY,12.3,46.81603774,49.5049505
21,B,10022,NY,12.3,46.81603774,49.5049505
42,C,11102,NY,12.3,46.81603774,49.5049505
1474,A,11206,NY,12.3,52.08333333,33.65384615
11,A,11358,NY,12.3,46.81603774,49.5049505
32,C,11418,NY,12.3,46.81603774,49.5049505
17,A,11364,NY,12.3,46.81603774,49.5049505
23,A,11212,NY,12.3,52.08333333,33.65384615
3,A,11361,NY,12.3,46.81603774,49.5049505
1422,A,10472,NY,12.3,46.81603774,49.5049505
16,A,11231,NY,12.3,52.08333333,33.65384615
44,A,10039,NY,12.3,46.81603774,49.5049505
14,A,11435,NY,12.3,46.81603774,49.5049505
22,B,11231,NY,12.3,52.08333333,33.65384615
26,B,11221,NY,12.3,52.08333333,33.65384615
39,B,11232,NY,12.3,52.08333333,33.65384615
57,A,11430,NY,12.3,46.81603774,49.5049505
34,A,11414,NY,12.3,46.81603774,49.5049505
25,B,10458,NY,12.3,46.81603774,49.5049505
20,A,11213,NY,12.3,52.08333333,33.65384615
31,A,11210,NY,12.3,52.08333333,33.65384615
243,A,10306,NY,12.3,46.81603774,49.5049505
46,A,10024,NY,12.3,46.81603774,49.5049505
27,B,10013,NY,12.3,46.81603774,49.5049505
190,A,11234,NY,12.3,52.08333333,33.65384615
2,A,11249,NY,12.3,52.08333333,33.65384615
31,B,10308,NY,12.3,46.81603774,49.5049505
21,A,11104,NY,12.3,46.81603774,49.5049505
35,A,11416,NY,12.3,46.81603774,49.5049505
16,A,11411,NY,12.3,46.81603774,49.5049505
21,A,11220,NY,12.3,52.08333333,33.65384615
30,A,11103,NY,12.3,46.81603774,49.5049505
63,A,11106,NY,12.3,46.81603774,49.5049505
2801,A,10306,NY,12.3,46.81603774,49.5049505
131,A,11235,NY,12.3,52.08333333,33.65384615
8,A,11415,NY,12.3,46.81603774,49.5049505
58,B,11217,NY,12.3,52.08333333,33.65384615
28,A,11235,NY,12.3,52.08333333,33.65384615
63,A,10019,NY,12.3,46.81603774,49.5049505
4296,A,11420,NY,12.3,46.81603774,49.5049505
68,B,10001,NY,12.3,46.81603774,49.5049505
7,A,11201,NY,12.3,52.08333333,33.65384615
91,B,10301,NY,12.3,46.81603774,49.5049505
22,B,10025,NY,12.3,46.81603774,49.5049505
29,A,11228,NY,12.3,52.08333333,33.65384615
64,A,10019,NY,12.3,46.81603774,49.5049505
922,A,11220,NY,12.3,52.08333333,33.65384615
45,B,10032,NY,12.3,46.81603774,49.5049505
22,B,10025,NY,12.3,46.81603774,49.5049505
9,A,10309,NY,12.3,46.81603774,49.5049505
31,A,11373,NY,12.3,46.81603774,49.5049505
22,A,10027,NY,12.3,46.81603774,49.5049505
44,A,11214,NY,12.3,52.08333333,33.65384615
28,B,11230,NY,12.3,52.08333333,33.65384615
13,A,10023,NY,12.3,46.81603774,49.5049505
33,A,11216,NY,12.3,52.08333333,33.65384615
13,A,10012,NY,12.3,46.81603774,49.5049505
15,A,11385,NY,12.3,46.81603774,49.5049505
14,A,11101,NY,12.3,46.81603774,49.5049505
3,A,11105,NY,12.3,46.81603774,49.5049505
10,A,11219,NY,12.3,52.08333333,33.65384615
35,C,11420,NY,12.3,46.81603774,49.5049505
22,B,11209,NY,12.3,52.08333333,33.65384615
50,A,11218,NY,12.3,52.08333333,33.65384615
31,B,10458,NY,12.3,46.81603774,49.5049505
23,A,10031,NY,12.3,46.81603774,49.5049505
14,B,11232,NY,12.3,52.08333333,33.65384615
17,A,10467,NY,12.3,46.81603774,49.5049505
19,B,10029,NY,12.3,46.81603774,49.5049505
18,B,11212,NY,12.3,52.08333333,33.65384615
7,A,11209,NY,12.3,52.08333333,33.65384615
47,A,10128,NY,12.3,46.81603774,49.5049505
43,C,11414,NY,12.3,46.81603774,49.5049505
54,A,10016,NY,12.3,46.81603774,49.5049505
36,C,11354,NY,12.3,46.81603774,49.5049505
4,A,10013,NY,12.3,46.81603774,49.5049505
3,A,10028,NY,12.3,46.81603774,49.5049505
122,A,10003,NY,12.3,46.81603774,49.5049505
10,A,10044,NY,12.3,46.81603774,49.5049505
47,C,11226,NY,12.3,52.08333333,33.65384615
10,A,11231,NY,12.3,52.08333333,33.65384615
61,B,10016,NY,12.3,46.81603774,49.5049505
18,A,11205,NY,12.3,52.08333333,33.65384615
41,A,10011,NY,12.3,46.81603774,49.5049505
6,A,11104,NY,12.3,46.81603774,49.5049505
5,A,10012,NY,12.3,46.81603774,49.5049505
17,B,10009,NY,12.3,46.81603774,49.5049505
166,B,11354,NY,12.3,46.81603774,49.5049505
24,B,11231,NY,12.3,52.08333333,33.65384615
64,A,10036,NY,12.3,46.81603774,49.5049505
26,B,11216,NY,12.3,52.08333333,33.65384615
24,B,10014,NY,12.3,46.81603774,49.5049505
35,A,11357,NY,12.3,46.81603774,49.5049505
30,A,11385,NY,12.3,46.81603774,49.5049505
383,A,11435,NY,12.3,46.81603774,49.5049505
7,A,10032,NY,12.3,46.81603774,49.5049505
31,C,11367,NY,12.3,46.81603774,49.5049505
65,A,10004,NY,12.3,46.81603774,49.5049505
66,B,10029,NY,12.3,46.81603774,49.5049505
2151,A,11234,NY,12.3,52.08333333,33.65384615
53,A,11230,NY,12.3,52.08333333,33.65384615
1,A,11209,NY,12.3,52.08333333,33.65384615
20,A,11434,NY,12.3,46.81603774,49.5049505
33,B,11214,NY,12.3,52.08333333,33.65384615
122,A,10022,NY,12.3,46.81603774,49.5049505
225,B,10309,NY,12.3,46.81603774,49.5049505
111,A,10023,NY,12.3,46.81603774,49.5049505
42,A,11101,NY,12.3,46.81603774,49.5049505
111,C,10452,NY,12.3,46.81603774,49.5049505
9,A,11418,NY,12.3,46.81603774,49.5049505
30,A,10037,NY,12.3,46.81603774,49.5049505
28,A,10001,NY,12.3,46.81603774,49.5049505
80,C,10017,NY,12.3,46.81603774,49.5049505
123,B,10001,NY,12.3,46.81603774,49.5049505
126,A,11373,NY,12.3,46.81603774,49.5049505
29,B,10468,NY,12.3,46.81603774,49.5049505
52,A,10003,NY,12.3,46.81603774,49.5049505
9,B,11220,NY,12.3,52.08333333,33.65384615
11,A,11228,NY,12.3,52.08333333,33.65384615
30,B,11232,NY,12.3,52.08333333,33.65384615
42,C,11103,NY,12.3,46.81603774,49.5049505
49,B,11354,NY,12.3,46.81603774,49.5049505
26,B,11205,NY,12.3,52.08333333,33.65384615
25,A,10307,NY,12.3,46.81603774,49.5049505
30,B,11215,NY,12.3,52.08333333,33.65384615
23,C,11224,NY,12.3,52.08333333,33.65384615
3793,C,10458,NY,12.3,46.81603774,49.5049505
91,C,10034,NY,12.3,46.81603774,49.5049505
288,A,11234,NY,12.3,52.08333333,33.65384615
41,A,11219,NY,12.3,52.08333333,33.65384615
105,A,11215,NY,12.3,52.08333333,33.65384615
40,A,10281,NY,12.3,46.81603774,49.5049505
29,A,10473,NY,12.3,46.81603774,49.5049505
58,A,10011,NY,12.3,46.81603774,49.5049505
1474,A,10461,NY,12.3,46.81603774,49.5049505
34,B,10461,NY,12.3,46.81603774,49.5049505
73,A,11207,NY,12.3,52.08333333,33.65384615
15,A,11216,NY,12.3,52.08333333,33.65384615
33,B,11106,NY,12.3,46.81603774,49.5049505
16,A,10456,NY,12.3,46.81603774,49.5049505
31,A,11430,NY,12.3,46.81603774,49.5049505
26,B,10065,NY,12.3,46.81603774,49.5049505
44,A,11373,NY,12.3,46.81603774,49.5049505
281,B,11368,NY,12.3,46.81603774,49.5049505
46,A,10009,NY,12.3,46.81603774,49.5049505
12,B,11203,NY,12.3,52.08333333,33.65384615
440,A,11694,NY,12.3,46.81603774,49.5049505
30,A,11428,NY,12.3,46.81603774,49.5049505
55,B,11216,NY,12.3,52.08333333,33.65384615
28,B,10465,NY,12.3,46.81603774,49.5049505
1422,A,10460,NY,12.3,46.81603774,49.5049505
21,A,11430,NY,12.3,46.81603774,49.5049505
44,B,10010,NY,12.3,46.81603774,49.5049505
3793,A,11236,NY,12.3,52.08333333,33.65384615
7,A,10475,NY,12.3,46.81603774,49.5049505
30,B,10036,NY,12.3,46.81603774,49.5049505
16,B,11223,NY,12.3,52.08333333,33.65384615
4296,A,11228,NY,12.3,52.08333333,33.65384615
9,A,11213,NY,12.3,52.08333333,33.65384615
28,B,10040,NY,12.3,46.81603774,49.5049505
281,B,10452,NY,12.3,46.81603774,49.5049505
922,A,10467,NY,12.3,46.81603774,49.5049505
9,B,11210,NY,12.3,52.08333333,33.65384615
19,A,10010,NY,12.3,46.81603774,49.5049505
26,B,10012,NY,12.3,46.81603774,49.5049505
37,A,11385,NY,12.3,46.81603774,49.5049505
14,A,11417,NY,12.3,46.81603774,49.5049505
27,A,11238,NY,12.3,52.08333333,33.65384615
16,B,10458,NY,12.3,46.81603774,49.5049505
79,A,11375,NY,12.3,46.81603774,49.5049505
57,B,11412,NY,12.3,46.81603774,49.5049505
30,B,11221,NY,12.3,52.08333333,33.65384615
10,A,10461,NY,12.3,46.81603774,49.5049505
5,A,11215,NY,12.3,52.08333333,33.65384615
24,A,10075,NY,12.3,46.81603774,49.5049505
440,A,11362,NY,12.3,46.81603774,49.5049505
40,B,11219,NY,12.3,52.08333333,33.65384615
27,B,10014,NY,12.3,46.81603774,49.5049505
1422,A,11228,NY,12.3,52.08333333,33.65384615
37,A,10460,NY,12.3,46.81603774,49.5049505
48,B,11209,NY,12.3,52.08333333,33.65384615
18,A,10038,NY,12.3,46.81603774,49.5049505
2151,A,10065,NY,12.3,46.81603774,49.5049505
75,A,10003,NY,12.3,46.81603774,49.5049505
65,A,11354,NY,12.3,46.81603774,49.5049505
30,A,10309,NY,12.3,46.81603774,49.5049505
58,A,10032,NY,12.3,46.81603774,49.5049505
2,A,10462,NY,12.3,46.81603774,49.5049505
79,A,10119,NY,12.3,46.81603774,49.5049505
416,A,10020,NY,12.3,46.81603774,49.5049505
6,A,10032,NY,12.3,46.81603774,49.5049505
27,A,11373,NY,12.3,46.81603774,49.5049505
11,B,11215,NY,12.3,52.08333333,33.65384615
28,A,10033,NY,12.3,46.81603774,49.5049505
2,A,10031,NY,12.3,46.81603774,49.5049505
11,A,11207,NY,12.3,52.08333333,33.65384615
33,C,11237,NY,12.3,52.08333333,33.65384615
44,A,10016,NY,12.3,46.81603774,49.5049505
440,A,11218,NY,12.3,52.08333333,33.65384615
9,A,11354,NY,12.3,46.81603774,49.5049505
32,C,10002,NY,12.3,46.81603774,49.5049505
16,A,11249,NY,12.3,52.08333333,33.65384615
56,B,11209,NY,12.3,52.08333333,33.65384615
1474,A,11212,NY,12.3,52.08333333,33.65384615
48,B,10011,NY,12.3,46.81603774,49.5049505
12,A,10128,NY,12.3,46.81603774,49.5049505
91,A,11201,NY,12.3,52.08333333,33.65384615
45,A,11212,NY,12.3,52.08333333,33.65384615
87,C,10455,NY,12.3,46.81603774,49.5049505
21,A,11357,NY,12.3,46.81603774,49.5049505
22,B,10306,NY,12.3,46.81603774,49.5049505
33,B,11230,NY,12.3,52.08333333,33.65384615
66,A,11220,NY,12.3,52.08333333,33.65384615
16,A,11422,NY,12.3,46.81603774,49.5049505
3793,A,11204,NY,12.3,52.08333333,33.65384615
383,A,10029,NY,12.3,46.81603774,49.5049505
11,B,10013,NY,12.3,46.81603774,49.5049505
16,A,10305,NY,12.3,46.81603774,49.5049505
50,B,11420,NY,12.3,46.81603774,49.5049505
17,C,10025,NY,12.3,46.81603774,49.5049505
122,A,10016,NY,12.3,46.81603774,49.5049505
9,A,11204,NY,12.3,52.08333333,33.65384615
26,C,11377,NY,12.3,46.81603774,49.5049505
32,B,10028,NY,12.3,46.81603774,49.5049505
13,B,10021,NY,12.3,46.81603774,49.5049505
24,A,10455,NY,12.3,46.81603774,49.5049505
33,A,10455,NY,12.3,46.81603774,49.5049505
211,A,11214,NY,12.3,52.08333333,33.65384615
16,A,11228,NY,12.3,52.08333333,33.65384615
25,B,10028,NY,12.3,46.81603774,49.5049505
4,A,11203,NY,12.3,52.08333333,33.65384615
40,A,10022,NY,12.3,46.81603774,49.5049505
7,A,11369,NY,12.3,46.81603774,49.5049505
32,A,10002,NY,12.3,46.81603774,49.5049505
30,A,10453,NY,12.3,46.81603774,49.5049505
1,A,11220,NY,12.3,52.08333333,33.65384615
3793,A,10011,NY,12.3,46.81603774,49.5049505
17,A,10463,NY,12.3,46.81603774,49.5049505
20,A,11104,NY,12.3,46.81603774,49.5049505
1474,A,11374,NY,12.3,46.81603774,49.5049505
24,A,10466,NY,12.3,46.81603774,49.5049505
15,B,11420,NY,12.3,46.81603774,49.5049505
2151,A,11215,NY,12.3,52.08333333,33.65384615
12,A,11430,NY,12.3,46.81603774,49.5049505
29,B,10012,NY,12.3,46.81603774,49.5049505
2801,A,10018,NY,12.3,46.81603774,49.5049505
9,A,10462,NY,12.3,46.81603774,49.5049505
1,A,10302,NY,12.3,46.81603774,49.5049505
54,A,11220,NY,12.3,52.08333333,33.65384615
2801,A,10011,NY,12.3,46.81603774,49.5049505
18,A,10455,NY,12.3,46.81603774,49.5049505
32,B,11368,NY,12.3,46.81603774,49.5049505
62,A,10016,NY,12.3,46.81603774,49.5049505
1,A,11385,NY,12.3,46.81603774,49.5049505
17,A,11104,NY,12.3,46.81603774,49.5049505
24,B,11220,NY,12.3,52.08333333,33.65384615
32,A,11693,NY,12.3,46.81603774,49.5049505
31,B,10013,NY,12.3,46.81603774,49.5049505
31,A,10308,NY,12.3,46.81603774,49.5049505
32,B,11228,NY,12.3,52.08333333,33.65384615
24,A,11356,NY,12.3,46.81603774,49.5049505
24,A,11203,NY,12.3,52.08333333,33.65384615
22,A,10031,NY,12.3,46.81603774,49.5049505
28,A,11230,NY,12.3,52.08333333,33.65384615
27,C,11379,NY,12.3,46.81603774,49.5049505
3793,A,11375,NY,12.3,46.81603774,49.5049505
84,B,11372,NY,12.3,46.81603774,49.5049505
33,A,11226,NY,12.3,52.08333333,33.65384615
3793,B,10310,NY,12.3,46.81603774,49.5049505
25,C,11220,NY,12.3,52.08333333,33.65384615
18,A,10004,NY,12.3,46.81603774,49.5049505
24,C,11101,NY,12.3,46.81603774,49.5049505
224,C,10314,NY,12.3,46.81603774,49.5049505
535,A,11430,NY,12.3,46.81603774,49.5049505
19,A,10065,NY,12.3,46.81603774,49.5049505
40,A,10075,NY,12.3,46.81603774,49.5049505
17,A,11237,NY,12.3,52.08333333,33.65384615
16,A,11101,NY,12.3,46.81603774,49.5049505
21,B,10459,NY,12.3,46.81603774,49.5049505
32,C,10304,NY,12.3,46.81603774,49.5049505
28,C,10029,NY,12.3,46.81603774,49.5049505
20,B,11235,NY,12.3,52.08333333,33.65384615
922,A,10018,NY,12.3,46.81603774,49.5049505
31,A,10458,NY,12.3,46.81603774,49.5049505
19,A,11364,NY,12.3,46.81603774,49.5049505
12,B,11249,NY,12.3,52.08333333,33.65384615
3793,A,10304,NY,12.3,46.81603774,49.5049505
440,A,11209,NY,12.3,52.08333333,33.65384615
243,A,10458,NY,12.3,46.81603774,49.5049505
418,A,10022,NY,12.3,46.81603774,49.5049505
3,A,10314,NY,12.3,46.81603774,49.5049505
3,A,10012,NY,12.3,46.81603774,49.5049505
91,B,11432,NY,12.3,46.81603774,49.5049505
3793,A,11432,NY,12.3,46.81603774,49.5049505
43,A,11206,NY,12.3,52.08333333,33.65384615
924,A,11213,NY,12.3,52.08333333,33.65384615
21,A,11412,NY,12.3,46.81603774,49.5049505
40,C,11234,NY,12.3,52.08333333,33.65384615
139,B,11377,NY,12.3,46.81603774,49.5049505
11,B,11205,NY,12.3,52.08333333,33.65384615
91,B,10032,NY,12.3,46.81603774,49.5049505
34,B,10035,NY,12.3,46.81603774,49.5049505
90,A,10470,NY,12.3,46.81603774,49.5049505
27,C,10040,NY,12.3,46.81603774,49.5049505
922,A,10035,NY,12.3,46.81603774,49.5049505
68,A,10036,NY,12.3,46.81603774,49.5049505
41,B,11418,NY,12.3,46.81603774,49.5049505
33,B,10030,NY,12.3,46.81603774,49.5049505
3,A,11385,NY,12.3,46.81603774,49.5049505
84,B,11213,NY,12.3,52.08333333,33.65384615
139,B,11103,NY,12.3,46.81603774,49.5049505
30,A,11214,NY,12.3,52.08333333,33.65384615
22,B,10003,NY,12.3,46.81603774,49.5049505
29,A,11416,NY,12.3,46.81603774,49.5049505
22,B,11212,NY,12.3,52.08333333,33.65384615
23,A,10305,NY,12.3,46.81603774,49.5049505
46,C,11235,NY,12.3,52.08333333,33.65384615
68,B,10010,NY,12.3,46.81603774,49.5049505
48,B,11375,NY,12.3,46.81603774,49.5049505
11,B,10037,NY,12.3,46.81603774,49.5049505
18,B,10467,NY,12.3,46.81603774,49.5049505
35,A,11377,NY,12.3,46.81603774,49.5049505
40,A,11222,NY,12.3,52.08333333,33.65384615
41,A,11385,NY,12.3,46.81603774,49.5049505
4,A,11237,NY,12.3,52.08333333,33.65384615
4,A,10018,NY,12.3,46.81603774,49.5049505
47,C,10002,NY,12.3,46.81603774,49.5049505
55,A,10459,NY,12.3,46.81603774,49.5049505
1422,B,11207,NY,12.3,52.08333333,33.65384615
176,A,10458,NY,12.3,46.81603774,49.5049505
767,A,11368,NY,12.3,46.81603774,49.5049505
16,C,11237,NY,12.3,52.08333333,33.65384615
72,B,11235,NY,12.3,52.08333333,33.65384615
1422,B,11421,NY,12.3,46.81603774,49.5049505
25,B,11419,NY,12.3,46.81603774,49.5049505
33,B,10472,NY,12.3,46.81603774,49.5049505
